age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
41,unknown,married,tertiary,no,-869,yes,no,cellular,11,mar,745,2,108,0,unknown,no
65,management,single,secondary,no,8287,no,no,cellular,27,oct,98,1,-1,0,unknown,yes
68,services,single,secondary,no,-441,no,yes,unknown,17,jan,742,1,90,0,unknown,no
57,unemployed,single,tertiary,no,-96,yes,no,cellular,27,jun,53,3,-1,3,unknown,no
33,entrepreneur,married,secondary,no,525,yes,yes,cellular,25,may,269,1,-1,1,unknown,no
28,student,married,secondary,no,-1592,yes,no,unknown,15,nov,306,6,-1,0,success,no
90,services,single,tertiary,no,2717,no,no,telephone,15,mar,174,2,-1,0,unknown,yes
36,services,single,secondary,no,5202,yes,no,cellular,22,oct,369,1,-1,0,unknown,no
23,entrepreneur,married,primary,yes,3162,yes,no,telephone,16,may,120,8,-1,0,unknown,no
73,self-employed,single,secondary,no,2623,no,no,unknown,14,dec,212,4,-1,0,unknown,no
26,self-employed,married,primary,yes,6777,yes,no,cellular,5,dec,370,1,178,0,unknown,no
18,student,married,secondary,no,2452,no,no,cellular,5,mar,423,1,74,0,unknown,yes
25,technician,married,tertiary,no,394,no,no,cellular,13,jul,401,3,-1,0,unknown,no
44,management,divorced,secondary,no,616,yes,no,unknown,6,dec,494,1,-1,0,unknown,no
62,management,married,secondary,no,611,yes,yes,cellular,11,jun,463,2,-1,0,unknown,yes
50,retired,single,secondary,no,859,yes,no,cellular,31,may,214,1,-1,3,unknown,no
82,technician,divorced,tertiary,no,-5297,yes,no,cellular,19,aug,342,1,-1,0,success,yes
51,unknown,single,secondary,no,-2631,yes,no,cellular,9,feb,142,9,-1,0,unknown,yes
20,admin.,married,tertiary,no,-276,yes,no,cellular,27,sep,207,8,-1,0,unknown,no
83,technician,married,secondary,no,-309,yes,no,unknown,24,aug,44,2,116,0,unknown,no
40,technician,married,secondary,no,2521,yes,no,unknown,21,jan,236,3,-1,0,unknown,yes
21,housemaid,married,secondary,no,-2149,yes,no,cellular,14,feb,205,6,-1,0,success,no
65,entrepreneur,married,tertiary,no,1018,yes,no,unknown,1,aug,567,3,320,0,unknown,no
18,self-employed,married,tertiary,no,1474,yes,no,cellular,22,jun,328,2,-1,0,failure,yes
42,retired,married,tertiary,no,100,yes,no,cellular,24,jul,458,7,-1,2,unknown,yes
86,technician,married,secondary,no,-70,no,no,unknown,6,feb,308,9,-1,0,unknown,yes
87,self-employed,married,secondary,no,-788,yes,no,unknown,17,dec,271,1,-1,0,unknown,no
48,management,married,secondary,no,-3141,yes,no,telephone,13,jun,422,1,40,1,unknown,no
69,unemployed,single,secondary,no,5302,yes,no,cellular,21,dec,160,1,73,0,unknown,no
87,retired,single,tertiary,no,4374,yes,no,cellular,11,dec,510,1,-1,0,success,yes
82,services,married,primary,no,837,yes,no,unknown,2,jan,391,1,-1,0,success,yes
24,technician,single,secondary,no,-3087,yes,no,cellular,12,dec,143,3,-1,3,unknown,no
65,retired,single,secondary,yes,3363,no,no,telephone,24,aug,403,2,-1,0,unknown,yes
80,blue-collar,divorced,primary,no,2396,yes,no,unknown,1,aug,370,2,-1,0,unknown,no
31,unknown,married,tertiary,no,830,yes,no,cellular,17,mar,78,3,30,0,unknown,no
44,student,married,tertiary,no,-887,yes,no,cellular,19,nov,577,2,-1,0,unknown,no
27,self-employed,married,tertiary,no,2532,no,no,unknown,3,mar,157,5,-1,0,unknown,yes
65,unknown,married,primary,no,5108,no,no,cellular,28,feb,80,2,-1,0,unknown,no
20,unknown,married,tertiary,no,-1100,no,yes,cellular,28,jul,258,2,-1,4,unknown,no
33,technician,married,secondary,no,2070,no,no,unknown,1,jan,438,3,117,0,unknown,yes
69,retired,single,secondary,no,-1488,yes,no,cellular,4,dec,452,2,-1,0,other,no
61,blue-collar,single,tertiary,no,2504,no,no,telephone,6,oct,322,6,-1,1,unknown,yes
59,retired,single,secondary,no,315,no,no,unknown,14,jul,177,3,-1,2,unknown,yes
63,self-employed,married,primary,no,5227,yes,no,cellular,12,may,50,6,-1,1,unknown,no
92,entrepreneur,married,tertiary,no,5067,yes,no,telephone,17,apr,96,1,-1,0,unknown,no
33,self-employed,married,secondary,no,-1602,yes,yes,cellular,1,jul,553,1,137,5,unknown,no
91,housemaid,divorced,secondary,no,3849,no,no,unknown,18,jun,141,6,-1,0,success,yes
20,housemaid,married,secondary,no,-319,yes,no,cellular,25,mar,255,9,-1,0,success,no
54,blue-collar,married,tertiary,no,639,yes,no,cellular,27,nov,368,2,124,0,unknown,no
58,entrepreneur,divorced,secondary,no,2615,yes,no,unknown,7,mar,141,2,-1,0,unknown,no
21,retired,married,secondary,no,3433,no,no,cellular,17,dec,80,2,-1,0,unknown,yes
42,blue-collar,divorced,unknown,no,2104,no,no,unknown,22,aug,381,2,192,0,unknown,yes
33,technician,married,secondary,no,4377,no,yes,unknown,14,jul,225,8,-1,0,unknown,no
42,services,single,unknown,no,2896,yes,no,cellular,25,may,114,2,-1,0,unknown,no
66,blue-collar,married,secondary,no,1912,yes,no,unknown,28,apr,70,1,270,0,unknown,no
39,student,married,tertiary,no,4621,yes,no,unknown,30,oct,382,2,-1,0,unknown,yes
76,student,single,secondary,no,-5129,yes,no,unknown,6,apr,205,2,-1,0,unknown,no
68,unemployed,married,secondary,no,5612,no,yes,cellular,31,jun,203,3,-1,0,unknown,no
27,services,single,tertiary,no,406,yes,no,cellular,14,feb,184,3,-1,4,unknown,no
23,blue-collar,married,secondary,no,7665,no,no,cellular,26,may,585,1,238,0,unknown,yes
40,technician,married,primary,no,1435,yes,no,unknown,16,dec,506,2,-1,0,unknown,yes
47,entrepreneur,married,tertiary,no,1953,yes,no,unknown,29,nov,107,1,341,0,unknown,yes
94,management,single,tertiary,no,3239,no,no,cellular,9,dec,283,1,-1,0,failure,no
28,student,single,unknown,no,-2022,yes,no,unknown,5,oct,125,2,-1,0,unknown,no
84,entrepreneur,single,secondary,no,2180,yes,no,cellular,16,may,1085,3,32,0,unknown,yes
22,student,married,secondary,no,5117,yes,no,cellular,9,jan,160,1,-1,4,unknown,no
43,retired,married,secondary,no,3218,no,no,cellular,17,may,438,3,-1,0,unknown,no
24,retired,divorced,tertiary,no,547,yes,no,unknown,23,jan,208,5,-1,0,unknown,no
78,unknown,married,tertiary,no,1840,yes,no,cellular,24,may,638,3,64,0,unknown,yes
58,unemployed,married,secondary,no,5499,no,no,unknown,11,jan,40,3,-1,0,unknown,yes
48,student,divorced,secondary,no,-243,no,no,cellular,21,nov,148,7,-1,0,failure,yes
31,technician,married,secondary,no,-4829,yes,no,unknown,12,aug,249,9,-1,0,unknown,no
66,retired,married,secondary,no,-298,no,yes,unknown,2,mar,90,2,-1,5,unknown,no
93,technician,married,primary,yes,4685,yes,no,telephone,14,mar,644,10,61,0,failure,no
65,self-employed,married,tertiary,no,-372,yes,no,cellular,4,may,360,3,294,0,unknown,yes
64,self-employed,married,secondary,no,3648,no,no,cellular,17,nov,311,1,-1,1,success,yes
77,management,single,secondary,no,499,yes,no,cellular,19,sep,187,6,249,0,unknown,no
89,unemployed,single,secondary,no,-268,yes,no,unknown,11,sep,192,6,-1,0,unknown,no
88,blue-collar,married,secondary,no,-880,no,no,cellular,12,jul,73,2,-1,0,unknown,no
76,housemaid,single,tertiary,no,76,no,no,telephone,17,jul,837,1,-1,2,unknown,yes
43,technician,single,secondary,no,1464,no,no,cellular,31,oct,728,2,124,0,unknown,yes
25,management,married,tertiary,no,2927,no,no,cellular,25,jul,226,1,-1,0,unknown,yes
49,housemaid,single,secondary,no,1125,yes,no,cellular,11,dec,744,1,-1,0,success,no
47,self-employed,single,primary,no,3407,yes,no,unknown,26,jun,148,3,-1,0,unknown,no
87,housemaid,married,tertiary,no,1460,yes,no,unknown,17,nov,322,3,309,0,unknown,no
64,services,married,tertiary,no,197,no,yes,cellular,2,mar,240,6,-1,0,unknown,no
51,technician,single,primary,no,3771,yes,yes,cellular,9,aug,346,1,-1,0,success,yes
23,unemployed,single,tertiary,no,2023,yes,no,cellular,31,apr,268,2,-1,1,unknown,yes
67,student,married,secondary,no,408,yes,yes,cellular,20,sep,280,3,-1,0,unknown,no
52,retired,single,tertiary,no,1251,yes,no,cellular,15,may,667,1,-1,0,other,no
62,unemployed,single,primary,no,5961,yes,no,cellular,19,jul,26,3,-1,0,unknown,yes
26,technician,single,secondary,no,-1652,yes,no,cellular,31,oct,261,1,-1,0,unknown,no
91,technician,single,secondary,no,5739,no,no,cellular,19,mar,69,9,-1,0,unknown,yes
79,services,married,tertiary,no,3266,no,yes,unknown,13,mar,170,1,180,0,unknown,yes
75,unknown,married,primary,no,3304,yes,no,cellular,22,dec,685,2,-1,0,unknown,yes
65,entrepreneur,single,secondary,yes,282,yes,no,cellular,2,jun,307,3,-1,4,failure,no
69,services,married,secondary,no,-2327,no,no,unknown,4,dec,383,4,-1,0,success,no
94,retired,married,secondary,no,4097,yes,yes,telephone,1,jun,663,3,-1,0,unknown,no
90,student,single,primary,no,4956,yes,no,cellular,25,jan,177,2,-1,0,unknown,no
71,retired,divorced,secondary,no,-668,yes,no,unknown,16,sep,270,2,-1,0,unknown,no
26,admin.,married,tertiary,no,-3518,no,no,unknown,28,apr,55,8,-1,2,unknown,no
70,unknown,single,secondary,no,-4197,no,no,cellular,16,jul,274,3,-1,0,unknown,no
27,unknown,divorced,secondary,no,1091,yes,no,cellular,17,may,258,4,-1,0,unknown,no
49,admin.,married,secondary,no,8053,yes,yes,cellular,16,sep,569,2,70,0,unknown,no
23,services,married,secondary,no,5779,yes,no,cellular,14,jun,561,10,-1,4,success,yes
38,management,married,secondary,no,-5768,no,no,cellular,15,mar,529,3,-1,2,unknown,yes
74,student,married,secondary,no,1006,yes,no,cellular,17,feb,184,2,-1,0,unknown,no
86,services,married,primary,no,-270,no,no,unknown,9,nov,28,6,33,0,unknown,no
55,services,single,secondary,no,-809,yes,no,cellular,5,apr,235,3,354,0,unknown,no
51,blue-collar,married,secondary,no,-87,no,no,cellular,1,sep,131,7,-1,0,unknown,yes
27,student,single,tertiary,no,-4923,yes,no,cellular,20,apr,641,3,-1,0,unknown,yes
78,unknown,married,tertiary,no,1583,no,no,cellular,19,sep,286,1,-1,0,unknown,no
48,housemaid,married,secondary,no,6721,yes,no,cellular,5,sep,422,2,-1,0,unknown,no
28,technician,married,secondary,no,-1313,yes,no,cellular,12,may,51,1,-1,2,unknown,no
42,retired,single,secondary,no,8360,yes,no,unknown,14,mar,735,7,-1,0,unknown,no
92,technician,married,tertiary,no,1503,yes,no,unknown,15,may,225,3,-1,0,unknown,no
66,entrepreneur,married,tertiary,no,2178,yes,no,unknown,24,aug,31,5,261,0,unknown,yes
61,unemployed,married,secondary,no,-2235,no,no,cellular,11,aug,131,1,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,-223,yes,no,cellular,27,jul,441,10,-1,0,unknown,yes
55,unknown,single,primary,no,-4621,no,yes,unknown,12,jul,770,2,-1,0,unknown,no
43,services,married,tertiary,no,393,yes,no,cellular,22,nov,344,2,-1,0,unknown,yes
71,housemaid,married,secondary,no,4140,no,no,unknown,17,apr,388,2,-1,0,unknown,yes
51,self-employed,single,primary,no,2264,no,no,cellular,29,nov,408,1,-1,0,unknown,yes
58,blue-collar,married,tertiary,no,2188,yes,no,cellular,27,jun,599,1,-1,0,unknown,yes
62,technician,single,unknown,no,4367,yes,no,unknown,3,oct,115,1,-1,0,unknown,no
69,entrepreneur,married,tertiary,no,1570,yes,no,cellular,30,aug,284,1,140,0,unknown,yes
35,admin.,married,secondary,no,-3198,no,no,cellular,7,nov,167,4,-1,0,other,no
32,housemaid,single,secondary,no,6355,yes,no,cellular,9,jul,390,1,101,0,unknown,yes
53,unemployed,married,secondary,no,751,no,yes,cellular,25,jun,691,2,-1,0,unknown,no
77,services,married,unknown,no,2458,yes,no,cellular,23,jun,272,2,123,0,failure,no
78,admin.,married,secondary,no,3992,yes,no,unknown,2,jul,229,5,-1,0,unknown,no
94,unknown,married,secondary,no,6476,yes,no,cellular,20,dec,839,3,173,2,unknown,yes
49,student,single,tertiary,no,4647,yes,no,cellular,15,jul,480,3,-1,1,other,yes
92,student,single,secondary,no,2878,no,no,cellular,17,dec,300,3,-1,0,unknown,no
41,management,single,tertiary,no,6010,no,no,telephone,24,sep,733,2,-1,0,unknown,yes
59,entrepreneur,married,secondary,no,31,yes,no,unknown,16,feb,113,2,-1,0,unknown,no
23,retired,married,secondary,no,-866,yes,no,unknown,29,dec,158,4,275,0,unknown,no
53,blue-collar,married,primary,no,1393,no,no,cellular,16,mar,645,3,-1,0,unknown,no
65,entrepreneur,single,secondary,no,1023,yes,no,cellular,19,aug,178,7,-1,0,failure,no
47,self-employed,married,secondary,no,3959,yes,yes,unknown,29,sep,481,4,15,0,unknown,no
46,housemaid,married,secondary,no,1724,no,no,telephone,16,mar,532,1,-1,0,unknown,no
93,unknown,married,primary,no,1733,yes,no,unknown,5,dec,311,3,-1,0,unknown,yes
50,admin.,married,secondary,no,-831,yes,no,cellular,16,apr,358,5,-1,0,unknown,no
49,student,married,secondary,no,2062,yes,yes,unknown,2,jul,250,1,-1,1,unknown,no
76,management,single,primary,no,2849,yes,no,cellular,14,apr,540,1,-1,0,unknown,yes
51,management,married,secondary,no,-194,yes,no,unknown,9,dec,179,5,158,0,unknown,no
45,unknown,married,tertiary,no,2947,no,yes,cellular,11,nov,630,4,-1,0,unknown,yes
85,entrepreneur,single,secondary,no,-3464,yes,no,unknown,21,apr,72,1,-1,0,unknown,no
75,technician,married,secondary,no,2279,no,no,telephone,27,aug,380,1,-1,0,unknown,yes
27,housemaid,single,tertiary,no,-1911,no,no,unknown,21,sep,101,1,-1,3,unknown,no
77,management,divorced,secondary,no,313,yes,yes,unknown,23,apr,258,2,-1,5,unknown,no
43,entrepreneur,married,secondary,no,5738,yes,yes,unknown,15,may,703,3,-1,0,unknown,yes
58,unemployed,divorced,secondary,no,-1408,yes,no,unknown,18,dec,670,1,-1,0,unknown,yes
25,retired,married,secondary,no,4607,no,no,cellular,28,dec,107,6,61,0,unknown,yes
40,unemployed,single,primary,no,-2294,yes,no,cellular,25,oct,871,4,275,0,unknown,yes
84,self-employed,married,secondary,no,5218,yes,no,cellular,29,jul,136,2,211,0,other,yes
29,unemployed,married,primary,no,5616,yes,no,cellular,3,jun,295,2,-1,0,unknown,yes
59,technician,married,primary,no,459,no,no,cellular,23,feb,596,1,-1,0,failure,yes
49,housemaid,married,primary,no,5704,yes,no,cellular,25,sep,261,3,-1,0,unknown,no
24,unknown,divorced,secondary,no,-1503,no,no,unknown,27,may,176,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,-661,yes,no,cellular,9,mar,121,2,-1,4,unknown,no
29,unemployed,married,secondary,no,-3108,yes,yes,telephone,24,feb,133,2,-1,0,unknown,no
69,unknown,married,tertiary,no,3195,no,no,cellular,15,sep,241,2,-1,0,failure,no
68,technician,divorced,secondary,no,6196,yes,no,telephone,20,oct,44,6,-1,0,unknown,no
68,unemployed,married,secondary,no,1842,no,no,cellular,24,may,503,4,-1,1,unknown,yes
31,unemployed,single,secondary,no,-1047,no,no,unknown,3,jan,466,3,-1,0,unknown,yes
76,student,single,secondary,no,6065,yes,no,unknown,10,nov,169,1,-1,0,unknown,no
81,services,married,secondary,no,3537,no,no,cellular,17,oct,414,1,-1,0,unknown,no
23,unemployed,married,secondary,no,-1409,no,no,cellular,5,aug,338,8,384,0,unknown,yes
40,unknown,married,secondary,no,5846,no,no,cellular,9,jun,194,2,-1,0,unknown,yes
58,unemployed,single,primary,no,4174,no,no,cellular,28,nov,190,2,-1,0,failure,yes
53,unknown,married,tertiary,no,-1437,yes,no,cellular,28,jul,244,3,-1,2,unknown,no
61,blue-collar,married,secondary,no,1067,yes,no,cellular,15,apr,134,1,-1,0,unknown,no
73,services,married,tertiary,no,641,no,no,cellular,10,mar,370,6,-1,0,unknown,no
19,blue-collar,married,secondary,no,-785,no,no,cellular,8,sep,351,3,-1,0,unknown,yes
95,entrepreneur,divorced,secondary,no,851,yes,yes,cellular,23,jan,259,6,-1,0,unknown,no
63,unemployed,divorced,secondary,no,-791,yes,no,cellular,27,feb,1152,1,-1,0,unknown,yes
81,student,single,primary,no,3767,yes,no,unknown,2,jan,141,4,-1,0,unknown,no
82,management,married,secondary,no,1755,no,no,cellular,18,jun,131,2,-1,0,unknown,yes
44,retired,married,tertiary,no,955,yes,no,cellular,24,may,444,1,-1,0,unknown,no
58,retired,married,tertiary,no,2925,yes,no,cellular,22,jun,202,7,-1,0,unknown,no
71,admin.,divorced,primary,yes,2374,yes,no,unknown,30,may,68,6,-1,3,failure,no
36,unknown,divorced,primary,no,-3522,no,no,unknown,13,aug,157,4,-1,0,failure,no
73,retired,married,secondary,no,1301,no,no,cellular,4,apr,113,6,80,0,unknown,no
22,technician,married,tertiary,no,-1580,no,no,cellular,18,jun,271,4,-1,0,unknown,yes
47,services,married,tertiary,no,2351,yes,yes,cellular,30,nov,85,2,162,0,unknown,no
38,unemployed,single,secondary,no,-1214,no,no,cellular,22,may,21,2,6,0,unknown,no
73,student,single,tertiary,no,-1347,yes,no,cellular,29,may,230,4,-1,0,unknown,no
58,technician,married,secondary,no,2720,yes,no,cellular,11,jul,253,2,-1,0,unknown,no
53,retired,married,primary,no,2842,yes,no,cellular,18,mar,169,2,-1,3,unknown,no
57,blue-collar,married,primary,no,-2160,no,no,unknown,25,apr,478,10,-1,0,unknown,yes
31,unknown,married,tertiary,no,-2319,yes,no,cellular,21,sep,163,4,-1,0,unknown,no
48,services,divorced,tertiary,no,4051,yes,no,cellular,30,jun,36,2,-1,0,unknown,no
36,student,married,secondary,no,4089,no,no,cellular,17,jun,921,2,-1,0,unknown,yes
55,student,married,tertiary,no,2082,yes,no,unknown,15,aug,126,5,-1,0,unknown,no
24,admin.,married,secondary,no,517,no,no,cellular,25,jan,477,3,-1,0,unknown,yes
20,unknown,single,secondary,no,546,yes,no,unknown,18,apr,419,3,4,0,unknown,no
68,student,married,secondary,no,376,no,no,cellular,2,may,73,6,-1,0,unknown,no
49,admin.,married,secondary,no,3985,no,no,cellular,25,jul,287,6,-1,0,unknown,yes
64,blue-collar,married,tertiary,no,-2140,no,no,cellular,15,feb,330,1,-1,0,unknown,no
52,management,married,tertiary,no,7050,yes,no,cellular,7,may,360,3,387,1,unknown,yes
30,services,married,tertiary,no,-1069,yes,no,telephone,18,apr,109,4,-1,1,unknown,no
31,technician,married,tertiary,no,385,yes,yes,telephone,19,jun,138,3,-1,0,unknown,no
33,management,married,secondary,no,2779,yes,yes,unknown,1,jul,237,6,-1,0,unknown,no
65,services,single,tertiary,no,560,no,no,cellular,7,jul,247,1,15,1,unknown,no
33,retired,married,primary,no,-119,yes,no,cellular,22,feb,281,1,-1,0,failure,no
34,technician,single,secondary,no,2441,yes,no,unknown,10,aug,685,1,-1,0,unknown,yes
30,technician,married,tertiary,no,3008,no,no,unknown,24,dec,340,3,-1,3,unknown,no
58,admin.,divorced,secondary,no,3547,yes,no,unknown,8,oct,1040,2,-1,0,unknown,yes
51,housemaid,married,tertiary,no,-286,yes,no,unknown,15,oct,182,2,-1,0,unknown,yes
57,blue-collar,married,primary,no,1954,yes,no,cellular,2,aug,409,4,-1,0,unknown,no
79,unemployed,married,primary,no,2146,no,yes,telephone,19,mar,298,5,-1,0,success,yes
24,entrepreneur,married,tertiary,no,-171,yes,no,unknown,2,apr,559,5,82,0,unknown,yes
31,technician,married,tertiary,no,4263,yes,no,cellular,2,oct,369,2,-1,0,failure,yes
20,self-employed,married,secondary,no,-2632,no,no,cellular,23,may,202,3,-1,0,unknown,yes
26,housemaid,divorced,tertiary,no,-2580,yes,no,telephone,15,oct,358,7,-1,0,unknown,yes
41,housemaid,married,tertiary,no,388,no,no,telephone,28,dec,213,10,-1,1,unknown,yes
68,blue-collar,single,secondary,yes,-5371,yes,yes,unknown,25,jul,290,2,-1,1,unknown,no
91,management,married,secondary,no,4943,no,no,unknown,21,oct,519,1,278,0,other,yes
18,unknown,married,tertiary,no,4074,yes,yes,unknown,27,jul,115,4,-1,0,unknown,no
79,services,single,tertiary,no,-2115,yes,no,cellular,31,jul,162,1,-1,0,unknown,no
60,technician,married,secondary,yes,1864,yes,no,cellular,10,jan,509,3,-1,0,unknown,yes
86,entrepreneur,married,secondary,yes,-1183,no,no,unknown,21,sep,469,2,-1,0,unknown,no
30,self-employed,married,primary,no,2549,no,no,cellular,20,oct,624,3,264,0,unknown,yes
90,unknown,single,tertiary,no,-78,no,yes,cellular,25,jul,674,7,-1,0,unknown,no
32,unknown,single,tertiary,no,-1230,no,no,unknown,7,apr,269,1,243,0,unknown,no
63,retired,married,secondary,no,-175,yes,no,cellular,19,aug,98,7,-1,0,failure,no
75,technician,single,tertiary,no,5808,no,no,cellular,29,oct,59,7,332,0,unknown,yes
70,management,married,primary,no,2892,yes,no,cellular,18,aug,748,1,-1,0,unknown,no
38,entrepreneur,married,secondary,yes,209,no,no,unknown,29,nov,432,6,-1,0,unknown,yes
50,admin.,married,secondary,no,3628,yes,no,cellular,13,jun,280,1,362,0,unknown,no
38,housemaid,married,secondary,no,5457,yes,no,unknown,6,sep,326,6,152,0,unknown,no
56,retired,married,tertiary,no,2100,yes,no,telephone,5,jul,309,2,-1,0,unknown,no
45,services,married,secondary,no,106,yes,no,cellular,14,feb,508,1,76,0,unknown,no
50,technician,married,primary,no,-2026,yes,no,telephone,10,oct,395,3,-1,0,other,yes
60,admin.,single,tertiary,no,1328,yes,no,cellular,8,jun,660,5,-1,0,failure,no
28,unemployed,single,secondary,no,5542,yes,no,cellular,7,nov,63,1,-1,0,unknown,no
20,entrepreneur,single,primary,no,-455,no,no,cellular,2,mar,506,8,335,3,unknown,yes
77,unknown,married,unknown,no,32,no,no,cellular,6,nov,213,6,-1,0,unknown,yes
