RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
341,15369933,Customer341,671,Spain,Male,31,2,139222.35,2,1,1,19585.22,0
342,15321391,Customer342,850,France,Male,42,10,280682.98,1,1,1,57824.75,0
343,15430106,Customer343,776,Germany,Female,30,9,132587.62,2,1,1,80938.07,0
344,15353056,Customer344,557,Germany,Female,25,7,105212.32,2,1,1,176739.13,0
345,15293109,Customer345,695,France,Male,39,8,0.0,2,1,0,128767.07,0
346,15869132,Customer346,753,Spain,Female,42,8,42007.52,2,1,1,151370.52,0
347,15103330,Customer347,782,Spain,Male,42,10,49026.98,2,0,1,152466.92,0
348,15375404,Customer348,666,France,Male,26,10,130933.87,2,1,1,179449.29,0
349,15869796,Customer349,730,Germany,Male,21,1,44504.54,2,0,0,17607.23,1
350,15895870,Customer350,715,France,Male,23,3,0.0,1,0,1,130783.94,0
351,15940847,Customer351,720,Germany,Female,50,5,0.0,2,0,0,114677.88,0
352,15680621,Customer352,544,France,Female,46,0,295613.59,2,0,0,118401.31,0
353,15537473,Customer353,559,Germany,Female,43,5,198156.64,2,0,1,60382.66,1
354,15646482,Customer354,643,Spain,Female,51,8,218848.05,1,1,0,84998.68,1
355,15416759,Customer355,740,Germany,Male,48,8,215900.06,1,1,0,27252.28,0
356,15624069,Customer356,574,France,Male,50,9,31124.49,2,1,0,137401.19,0
357,15739717,Customer357,603,Spain,Female,38,4,21604.18,1,1,1,81890.75,0
358,15800428,Customer358,489,France,Male,56,0,0.0,1,1,1,14943.14,1
359,15382580,Customer359,634,Spain,Female,53,5,0.0,2,1,1,16074.32,0
360,15547137,Customer360,658,France,Female,29,8,68563.67,1,1,0,30894.13,0
361,15343666,Customer361,694,France,Male,46,5,0.0,1,1,1,42180.64,0
362,15348594,Customer362,522,Germany,Female,53,0,17873.43,2,0,1,177370.35,0
363,15222423,Customer363,687,Spain,Female,62,4,0.0,2,1,1,193692.1,0
364,15185627,Customer364,661,Germany,Female,34,3,50927.78,1,1,0,71433.72,0
365,15333429,Customer365,823,Spain,Female,42,6,0.0,1,1,1,193069.63,0
366,15836042,Customer366,846,France,Female,42,3,253976.92,1,0,0,66625.1,0
367,15541690,Customer367,713,France,Female,29,0,128926.88,4,1,0,80279.13,1
368,15485459,Customer368,656,France,Male,36,10,0.0,2,1,0,157380.69,0
369,15191495,Customer369,558,Germany,Male,39,4,116764.23,1,1,0,121997.23,1
370,15781366,Customer370,631,France,Male,24,4,0.0,1,1,0,169637.96,0
371,15763382,Customer371,722,France,Female,41,1,171080.61,1,0,0,178104.61,0
372,15168192,Customer372,635,France,Female,32,0,0.0,2,1,1,75342.04,0
373,15107963,Customer373,686,France,Male,29,0,70960.45,2,1,0,197706.34,0
374,15146774,Customer374,740,France,Male,30,4,71364.02,1,1,1,1196.03,0
375,15244453,Customer375,605,France,Male,46,5,30378.21,1,1,0,175695.14,0
376,15994702,Customer376,460,France,Female,48,6,0.0,1,0,1,195364.42,0
377,15475481,Customer377,601,France,Female,34,4,0.0,1,0,1,89622.46,0
378,15773994,Customer378,620,Spain,Female,35,5,65316.05,2,1,0,94276.29,1
379,15098409,Customer379,613,France,Male,18,7,71545.29,1,1,0,178417.51,1
380,15624713,Customer380,636,Germany,Male,37,8,188356.92,1,1,0,154936.14,1
381,15164066,Customer381,587,Germany,Female,54,2,0.0,1,1,0,167163.71,0
382,15175334,Customer382,590,France,Male,43,10,122149.6,1,1,0,24649.64,0
383,15248501,Customer383,686,France,Female,49,3,73095.95,2,1,0,4261.91,0
384,15294864,Customer384,463,Spain,Male,39,2,79794.6,1,0,0,145499.42,0
385,15988057,Customer385,512,France,Female,31,1,0.0,2,0,1,91428.6,0
386,15587668,Customer386,684,Germany,Female,37,3,52968.92,2,0,0,74876.59,1
387,15867389,Customer387,624,Spain,Female,50,10,61650.24,1,1,1,86172.6,1
388,15399320,Customer388,652,France,Female,46,3,0.0,2,1,1,130475.93,0
389,15798732,Customer389,549,Spain,Male,29,3,209408.33,1,0,1,40559.81,0
390,15259311,Customer390,699,Germany,Male,30,5,152553.18,2,1,1,192468.98,0
391,15284966,Customer391,569,Germany,Male,45,1,101103.52,3,1,0,107462.29,1
392,15729812,Customer392,561,Germany,Male,42,6,60979.39,2,0,1,48088.36,0
393,15187803,Customer393,552,France,Female,54,6,0.0,1,1,0,143392.77,0
394,15769411,Customer394,464,Germany,Male,29,1,181695.38,1,0,1,176042.82,1
395,15455530,Customer395,720,France,Male,19,9,91758.23,1,1,0,12083.91,0
396,15773231,Customer396,631,Spain,Female,38,9,76418.41,2,1,1,49772.94,0
397,15423560,Customer397,690,Germany,Male,23,8,356564.15,2,1,1,161748.75,0
398,15590023,Customer398,771,France,Male,33,5,31715.59,2,1,0,1991.12,0
399,15236506,Customer399,500,France,Female,34,7,348112.2,1,1,0,175226.86,1
400,15555600,Customer400,728,Spain,Male,38,8,142190.24,1,1,1,183517.03,0
401,15904377,Customer401,572,Spain,Female,60,9,53462.28,1,1,0,158766.46,1
402,15280203,Customer402,593,France,Female,45,8,131939.25,2,1,0,89231.74,0
403,15180802,Customer403,692,France,Male,35,0,78389.05,1,1,0,113676.99,0
404,15856450,Customer404,567,France,Female,31,9,0.0,2,1,1,164693.0,0
405,15798125,Customer405,698,Spain,Female,50,1,152369.85,1,1,0,18265.61,0
406,15981274,Customer406,442,France,Female,37,9,300625.53,2,1,1,29493.37,0
407,15822123,Customer407,465,Spain,Female,26,10,0.0,1,1,0,129009.42,0
408,15076175,Customer408,652,Spain,Female,42,3,117150.16,2,1,0,109362.31,0
409,15962086,Customer409,763,France,Female,28,5,0.0,2,1,0,119927.6,0
410,15859198,Customer410,689,France,Male,44,9,97419.51,1,1,1,98635.01,1
411,15072661,Customer411,671,Germany,Female,56,8,0.0,1,1,1,43531.68,0
412,15808293,Customer412,643,Spain,Female,27,9,141497.41,1,1,1,121731.18,0
413,15055433,Customer413,629,Spain,Female,41,6,0.0,2,0,0,186321.67,0
414,15514419,Customer414,452,Spain,Male,34,1,278771.62,1,1,1,137535.68,1
415,15586194,Customer415,621,France,Female,35,2,0.0,1,1,1,6684.12,0
416,15152202,Customer416,637,France,Male,49,0,0.0,3,1,1,77470.94,0
417,15412986,Customer417,850,France,Female,18,6,64337.96,1,1,0,150489.43,0
418,15097454,Customer418,636,Germany,Male,31,1,0.0,2,1,1,38606.97,0
419,15882949,Customer419,577,Germany,Female,51,0,0.0,3,1,1,103568.27,0
420,15829496,Customer420,782,France,Male,32,5,65254.81,1,0,1,85746.82,1
421,15500365,Customer421,559,Germany,Female,26,3,0.0,2,0,0,41709.34,0
422,15762545,Customer422,668,Spain,Male,34,8,0.0,4,0,1,136255.08,0
423,15711731,Customer423,583,Spain,Male,40,10,0.0,1,1,0,145510.23,0
424,15002125,Customer424,667,Spain,Female,42,8,152507.54,2,1,0,29665.95,0
425,15982260,Customer425,453,Spain,Female,46,9,161174.99,1,0,0,145332.51,0
426,15878590,Customer426,708,Spain,Female,52,2,0.0,2,0,0,182489.38,0
427,15787014,Customer427,654,France,Male,46,2,0.0,1,1,0,162591.68,0
428,15709535,Customer428,609,Spain,Female,43,2,37862.89,2,0,1,20914.51,0
429,15193108,Customer429,736,France,Male,44,9,0.0,1,0,0,64508.03,0
430,15580321,Customer430,457,France,Male,28,4,57820.62,1,1,1,36965.12,0
431,15075551,Customer431,422,France,Female,44,10,0.0,2,0,1,137660.5,0
432,15268210,Customer432,582,Spain,Female,52,0,114144.65,2,1,1,80974.17,0
433,15986320,Customer433,655,Germany,Female,33,1,147724.78,3,1,1,121226.12,0
434,15576622,Customer434,603,France,Male,44,4,40888.08,1,1,1,73276.98,0
435,15069682,Customer435,722,France,Male,47,7,0.0,2,1,1,68155.64,0
436,15588262,Customer436,562,Spain,Male,39,10,0.0,1,1,1,19545.45,0
437,15464435,Customer437,638,Spain,Male,40,6,163829.68,1,0,0,62705.81,1
438,15120302,Customer438,755,France,Male,28,5,0.0,1,1,1,145313.63,0
439,15339692,Customer439,850,France,Female,32,8,166111.1,1,1,0,53345.9,0
440,15240867,Customer440,629,France,Female,43,10,70015.19,2,0,0,34662.68,0
441,15051903,Customer441,523,France,Male,55,1,24024.02,1,1,1,14397.47,1
442,15574477,Customer442,612,Germany,Male,28,6,186066.52,1,0,0,85965.31,0
443,15479052,Customer443,566,France,Male,52,0,35297.86,1,1,0,144510.14,0
444,15143332,Customer444,741,Germany,Male,36,8,159822.25,1,0,1,96092.37,1
445,15441114,Customer445,649,Spain,Male,29,4,57460.46,1,0,1,120685.98,1
446,15668668,Customer446,774,Spain,Male,18,5,281292.45,1,0,1,9801.91,0
447,15694817,Customer447,621,France,Female,35,8,0.0,2,0,0,124198.16,0
448,15916586,Customer448,698,France,Female,42,7,141331.94,1,1,1,12040.38,0
449,15054234,Customer449,534,France,Female,25,2,113166.85,2,0,1,147430.08,0
450,15975562,Customer450,597,Germany,Male,37,10,192150.14,2,1,1,176246.49,0
451,15482619,Customer451,532,France,Male,38,2,58840.78,2,1,0,130601.53,0
452,15696348,Customer452,512,France,Male,43,8,0.0,2,0,1,107105.87,0
453,15599699,Customer453,797,France,Female,41,10,72786.7,2,1,0,193397.39,0
454,15673141,Customer454,570,France,Female,39,10,0.0,2,1,1,113945.85,0
455,15836617,Customer455,586,Spain,Female,46,4,177549.93,1,1,0,159849.57,0
456,15301984,Customer456,683,Germany,Male,43,2,0.0,2,0,1,127266.23,0
457,15178021,Customer457,677,France,Male,36,3,0.0,2,0,0,16203.35,0
458,15866173,Customer458,728,Germany,Female,35,5,117935.7,2,0,0,69390.47,1
459,15180189,Customer459,758,Germany,Female,36,7,0.0,2,1,1,7259.69,0
460,15791422,Customer460,599,Germany,Female,18,2,0.0,1,0,0,132068.6,1
461,15518596,Customer461,433,France,Male,39,2,89097.89,1,1,0,20682.25,0
462,15294022,Customer462,593,France,Female,30,3,65738.78,2,0,1,8642.81,1
463,15357292,Customer463,814,Spain,Male,46,1,217648.73,2,1,1,23443.58,0
464,15496049,Customer464,734,Spain,Male,39,7,100200.01,1,0,0,41883.08,0
465,15900846,Customer465,690,Spain,Male,42,3,99845.13,1,1,1,158242.82,0
466,15673355,Customer466,638,France,Male,31,4,124246.64,1,1,1,56703.54,0
467,15039860,Customer467,638,Germany,Male,42,9,145683.72,1,0,0,82726.1,1
468,15078689,Customer468,545,France,Female,37,9,238736.6,1,1,0,178429.99,1
469,15591117,Customer469,647,France,Female,21,5,121726.28,1,0,1,88384.0,0
470,15278399,Customer470,485,France,Female,20,0,65804.12,2,0,0,163716.62,0
471,15111744,Customer471,716,France,Male,21,8,0.0,2,1,0,185406.96,0
472,15591836,Customer472,600,France,Male,40,6,0.0,1,1,1,122767.18,0
473,15855335,Customer473,734,Spain,Female,41,10,51821.81,2,0,0,10884.19,0
474,15782608,Customer474,850,Germany,Male,38,2,154677.16,1,1,0,185104.51,0
475,15425594,Customer475,712,Germany,Male,46,7,70566.5,2,1,1,72681.4,0
476,15650423,Customer476,850,France,Female,45,6,100586.17,1,0,1,5552.75,0
477,15086431,Customer477,590,France,Female,24,10,157090.41,1,1,0,126893.04,0
478,15010614,Customer478,708,France,Female,29,3,103817.15,1,0,1,34835.44,0
479,15929189,Customer479,576,France,Male,35,7,0.0,1,0,1,4037.39,0
480,15043668,Customer480,679,France,Male,43,10,104704.81,1,1,1,199133.04,0
481,15914956,Customer481,687,Spain,Female,44,9,42578.0,1,0,0,93730.54,0
482,15345138,Customer482,626,Spain,Male,30,0,0.0,2,1,0,145592.45,0
483,15220155,Customer483,766,France,Male,52,6,27211.33,1,0,0,55714.04,1
484,15324753,Customer484,740,France,Male,42,4,84757.03,1,1,1,58034.86,1
485,15784886,Customer485,850,Spain,Female,40,3,159546.48,2,1,1,166141.02,0
486,15007111,Customer486,632,Germany,Female,38,6,104264.92,1,1,1,98079.04,1
487,15001733,Customer487,563,France,Male,41,2,82972.67,2,1,1,115283.55,0
488,15821528,Customer488,637,France,Female,19,0,60166.53,1,1,1,128982.21,0
489,15651950,Customer489,558,France,Female,30,6,0.0,1,1,1,155635.99,0
490,15741485,Customer490,561,Germany,Male,31,3,71077.07,1,0,0,95725.03,1
491,15849745,Customer491,839,Germany,Male,44,7,0.0,1,0,1,76464.81,1
492,15051230,Customer492,650,Germany,Female,43,1,0.0,2,1,0,153788.68,0
493,15084323,Customer493,514,Spain,Male,34,8,60220.92,2,0,1,114355.54,0
494,15354317,Customer494,537,France,Female,76,3,75533.23,2,1,1,165873.64,1
495,15194671,Customer495,483,Germany,Male,18,9,83082.43,1,1,1,55178.98,1
496,15353285,Customer496,713,Spain,Male,30,6,154917.36,1,0,0,107813.53,0
497,15617466,Customer497,686,France,Male,57,2,0.0,1,1,0,59144.51,1
498,15494211,Customer498,687,France,Female,45,5,0.0,1,1,0,191594.6,0
499,15766859,Customer499,684,Germany,Female,21,7,70179.09,2,0,0,148687.02,1
500,15878763,Customer500,589,France,Male,46,2,89034.41,1,1,1,36073.83,0
501,15221944,Customer501,753,Spain,Female,42,10,0.0,2,1,0,4644.44,1
502,15405220,Customer502,615,France,Female,50,1,163486.04,2,1,0,101129.39,1
503,15501008,Customer503,703,France,Female,50,9,111673.47,1,1,1,60074.81,1
504,15850700,Customer504,692,Spain,Male,38,2,127899.25,2,1,1,79895.36,0
505,15338355,Customer505,543,France,Female,31,7,174663.84,1,0,1,109807.1,0
506,15580598,Customer506,617,Spain,Male,34,0,59466.58,2,1,0,3356.48,0
507,15169261,Customer507,729,France,Female,34,0,93155.58,1,0,0,186181.31,1
508,15179999,Customer508,828,France,Female,25,8,0.0,1,1,1,88679.84,0
509,15540556,Customer509,415,France,Female,38,4,31034.25,1,1,1,133452.43,1
510,15949380,Customer510,524,France,Male,36,7,62260.71,1,1,0,49306.74,0
511,15228435,Customer511,631,France,Male,31,8,222988.97,1,1,1,70121.82,1
512,15872561,Customer512,724,France,Female,18,1,0.0,3,1,0,111904.16,0
513,15982531,Customer513,554,France,Male,42,8,373136.61,1,0,0,66043.74,0
514,15160958,Customer514,411,Spain,Female,28,6,84357.7,1,1,1,148870.78,0
515,15564706,Customer515,532,Spain,Male,30,10,310502.36,1,1,0,148310.96,0
516,15609737,Customer516,600,Germany,Male,47,0,211660.43,1,1,1,58306.81,0
517,15239491,Customer517,635,Spain,Male,28,0,142519.48,2,1,0,56672.01,0
518,15570045,Customer518,850,Spain,Male,47,9,254788.57,3,1,1,12336.75,0
519,15751098,Customer519,814,France,Female,36,6,100901.15,4,1,1,3778.5,0
520,15819243,Customer520,575,France,Male,18,7,415052.87,1,1,1,180558.96,0
521,15223067,Customer521,473,Germany,Male,35,10,0.0,2,1,0,89364.79,0
522,15618195,Customer522,718,France,Male,31,10,269367.93,1,1,0,79348.45,0
523,15260790,Customer523,651,France,Male,39,3,0.0,2,0,1,66316.45,0
524,15122993,Customer524,850,Spain,Male,34,5,286833.97,1,0,1,73167.91,0
525,15532417,Customer525,692,Spain,Female,41,6,127149.38,1,1,0,117108.98,0
526,15082853,Customer526,731,Germany,Female,44,10,0.0,1,1,1,76746.97,1
527,15239121,Customer527,616,Germany,Female,39,0,71220.71,1,1,0,15122.5,0
528,15334809,Customer528,749,Germany,Male,49,8,0.0,2,0,1,25068.69,0
529,15331781,Customer529,610,Spain,Female,27,8,60783.35,2,0,0,192628.67,0
530,15350621,Customer530,489,France,Female,37,3,56163.26,2,1,1,189976.93,0
531,15189511,Customer531,654,Germany,Female,41,0,125269.31,2,0,0,169996.58,0
532,15593170,Customer532,744,France,Female,41,8,97080.64,4,1,1,73775.67,0
533,15118810,Customer533,502,France,Female,54,5,64755.2,3,0,0,54247.11,0
534,15225081,Customer534,635,Germany,Female,35,3,106020.51,2,1,1,147779.92,0
535,15667578,Customer535,704,France,Male,45,5,85106.87,1,0,1,98727.54,0
536,15073107,Customer536,478,France,Male,36,9,0.0,2,1,1,160126.51,0
537,15181487,Customer537,697,France,Female,38,6,73914.74,1,1,0,116801.24,0
538,15833787,Customer538,611,Germany,Male,25,6,143065.26,2,0,0,168167.99,0
539,15696062,Customer539,604,France,Female,38,4,0.0,2,0,1,27400.5,0
540,15568104,Customer540,663,Spain,Female,31,9,238750.09,2,1,1,52573.63,0
541,15773468,Customer541,680,Germany,Female,60,6,67822.63,2,1,1,153031.15,1
542,15821255,Customer542,739,Germany,Female,32,6,0.0,2,1,0,175388.0,0
543,15530709,Customer543,704,Spain,Male,44,7,0.0,2,1,0,20707.84,0
544,15731368,Customer544,588,France,Male,53,0,0.0,1,1,0,81356.69,0
545,15732777,Customer545,525,France,Male,46,5,109959.62,1,1,0,158286.91,0
546,15957976,Customer546,690,Spain,Female,30,4,0.0,1,1,1,86357.42,0
547,15859227,Customer547,567,Spain,Male,32,6,35561.9,2,0,1,155856.91,0
548,15584705,Customer548,723,France,Male,52,0,49373.68,2,1,1,67125.28,0
549,15799213,Customer549,726,Spain,Male,25,6,120230.25,1,1,0,193773.29,1
550,15053403,Customer550,687,France,Female,38,2,0.0,1,1,0,188843.47,0
551,15320206,Customer551,512,France,Male,50,3,188829.11,2,1,0,136196.51,0
552,15871321,Customer552,756,France,Female,21,1,0.0,2,0,0,32603.37,0
553,15804368,Customer553,724,France,Female,29,8,69563.94,1,1,1,7193.28,0
554,15514274,Customer554,687,France,Male,28,9,162009.15,1,1,1,59238.35,0
555,15076429,Customer555,669,Spain,Female,32,7,0.0,1,1,0,159153.75,0
556,15746625,Customer556,644,France,Male,43,3,0.0,2,1,1,196258.4,0
557,15902962,Customer557,655,France,Male,27,3,61382.74,1,1,1,110304.91,0
558,15460759,Customer558,659,France,Female,31,4,24354.42,2,1,1,47911.52,0
559,15315840,Customer559,640,France,Female,48,2,61541.04,2,1,1,152898.05,0
560,15275775,Customer560,541,France,Female,47,4,0.0,1,0,1,34239.38,0
561,15968247,Customer561,579,France,Female,33,0,125371.3,1,1,1,116355.68,1
562,15031735,Customer562,666,Germany,Male,28,0,370707.98,1,1,0,183112.95,1
563,15245189,Customer563,524,France,Male,25,3,120174.21,1,1,0,179073.28,0
564,15413636,Customer564,655,France,Female,40,10,200817.76,1,1,0,43019.02,1
565,15404452,Customer565,732,France,Male,38,6,135895.29,1,1,0,153107.45,0
566,15631526,Customer566,654,Germany,Female,44,3,76749.29,1,1,1,192407.5,0
567,15206072,Customer567,499,France,Female,40,2,51886.69,1,1,1,166972.68,0
568,15214704,Customer568,646,France,Male,41,7,0.0,1,0,1,135596.51,0
569,15307042,Customer569,619,France,Female,22,7,0.0,2,1,1,5791.18,0
570,15918062,Customer570,537,France,Male,44,8,0.0,2,1,0,12601.39,0
571,15195977,Customer571,729,France,Female,19,6,56923.47,1,0,1,104537.66,0
572,15682452,Customer572,513,France,Female,52,0,127885.51,1,1,1,106111.17,0
573,15408037,Customer573,622,Spain,Female,23,5,341045.96,1,1,1,106400.83,0
574,15956356,Customer574,549,France,Male,33,2,0.0,2,1,0,10539.85,0
575,15058367,Customer575,634,Spain,Female,26,1,0.0,1,0,1,146302.99,0
576,15278249,Customer576,749,France,Female,50,4,0.0,1,1,1,92855.0,0
577,15230386,Customer577,635,France,Male,36,3,0.0,1,0,0,22448.57,0
578,15804617,Customer578,641,Germany,Male,44,5,0.0,1,1,1,179071.07,0
579,15410895,Customer579,850,Germany,Male,43,5,0.0,2,0,1,181346.04,0
580,15918329,Customer580,488,Spain,Male,27,7,86915.98,2,1,1,186191.03,0
581,15961147,Customer581,636,France,Female,29,7,0.0,2,1,1,20075.97,0
582,15439996,Customer582,521,Spain,Female,25,1,86319.48,2,0,1,95270.07,0
583,15471683,Customer583,626,Spain,Male,29,5,121167.47,1,1,1,70428.87,0
584,15235248,Customer584,597,France,Female,44,1,0.0,2,1,1,10217.29,0
585,15429478,Customer585,750,France,Male,42,5,0.0,1,0,0,66308.46,0
586,15945219,Customer586,580,Germany,Male,44,7,0.0,2,0,1,172837.19,0
587,15435447,Customer587,750,France,Female,28,8,103629.73,2,1,0,3690.97,1
588,15604885,Customer588,581,Spain,Female,27,10,0.0,1,1,1,67245.6,0
589,15903294,Customer589,635,Germany,Female,48,8,0.0,2,0,0,123450.42,1
590,15941406,Customer590,734,Spain,Male,40,3,0.0,1,1,0,9469.92,0
591,15522385,Customer591,520,France,Female,39,3,168716.72,2,1,0,65768.03,0
592,15874727,Customer592,552,Germany,Female,36,5,0.0,2,1,1,51806.53,0
593,15184027,Customer593,654,France,Female,43,10,0.0,2,1,0,138163.39,0
594,15705685,Customer594,538,France,Female,49,4,0.0,1,0,0,106725.15,1
595,15599577,Customer595,792,Germany,Male,34,8,103559.54,2,1,0,197067.72,0
596,15484289,Customer596,752,Spain,Female,32,3,183397.41,2,0,0,46660.47,0
597,15099934,Customer597,653,France,Male,23,7,105508.51,1,1,0,88296.68,1
598,15056977,Customer598,589,France,Female,34,7,0.0,1,1,0,9772.73,0
599,15571531,Customer599,661,France,Female,27,0,0.0,2,0,1,25531.96,0
600,15459666,Customer600,636,France,Female,21,9,0.0,2,1,1,105094.1,0
601,15124126,Customer601,655,Spain,Male,39,4,138442.21,2,1,1,48337.08,0
602,15637085,Customer602,769,France,Female,39,5,35212.43,2,1,1,9086.16,0
603,15014537,Customer603,417,France,Female,38,6,91803.1,1,0,0,73361.77,0
604,15197128,Customer604,500,Germany,Female,21,3,91639.28,2,1,1,193645.83,0
605,15925436,Customer605,597,Spain,Female,28,0,0.0,2,0,1,40963.67,0
606,15934502,Customer606,407,France,Male,32,0,69275.87,2,1,0,178272.06,0
607,15718913,Customer607,670,France,Female,57,0,59936.71,1,1,1,59305.59,1
608,15378591,Customer608,761,Germany,Male,42,9,74489.79,1,1,0,28899.76,0
609,15412578,Customer609,735,France,Male,47,7,71987.35,2,1,0,194603.34,0
610,15009682,Customer610,710,France,Male,37,1,0.0,2,0,1,127907.31,0
611,15305449,Customer611,782,Spain,Male,26,9,132550.96,2,1,1,14489.49,0
612,15354416,Customer612,750,Germany,Male,57,8,97453.97,1,1,1,158395.42,1
613,15652946,Customer613,583,France,Female,40,10,67010.96,2,1,0,165307.63,0
614,15993325,Customer614,567,Germany,Male,40,1,64300.77,1,1,1,37322.31,0
615,15535739,Customer615,621,Spain,Male,46,1,128298.0,2,0,1,129369.46,0
616,15230637,Customer616,711,Spain,Male,35,7,0.0,1,1,1,179294.52,0
617,15483365,Customer617,702,France,Female,40,1,126268.77,1,0,1,130874.13,0
618,15663114,Customer618,779,Spain,Female,24,10,164523.16,1,1,1,50104.04,0
619,15802228,Customer619,488,France,Male,39,3,97633.96,2,1,0,170255.92,0
620,15031078,Customer620,682,Germany,Female,24,10,0.0,2,1,1,35889.25,0
621,15646635,Customer621,650,Germany,Male,22,5,53139.24,2,0,1,185727.63,0
622,15641515,Customer622,568,Spain,Female,41,6,41841.53,1,1,0,78791.77,1
623,15777783,Customer623,526,Germany,Female,27,1,73227.83,1,0,1,167090.17,0
624,15294149,Customer624,653,France,Male,32,7,0.0,2,0,0,127567.62,0
625,15679175,Customer625,831,Germany,Male,36,1,123725.67,1,1,0,168518.2,0
626,15731926,Customer626,569,France,Male,36,2,185125.25,1,1,0,75425.3,1
627,15587149,Customer627,629,Spain,Male,50,5,118187.09,1,1,1,50409.81,0
